dataset,model_type,size,seed,measure,threshold,objective,solution
Omni-MATH,e5,small,40,euclidean,p90,3,"[187, 895, 904]"
IFEval,bge,small,50,euclidean,p90,3,"[109, 359, 494]"
Omni-MATH_NOCHUNK,qwen8b,large,10,euclidean,p10,1,[7]
Omni-MATH_CHUNKED,qwen4b,large,20,cosine,p10,1,[7]
IFEval_CHUNKED,nemotron,large,10,correlation,p10,1,[5]
IFEval_CHUNKED,qwen8b,large,40,euclidean,p80,1,[19]
MMLU-Pro,qwen4b,large,10,correlation,p50,2,"[46, 829]"
MMLU-Pro,qwen8b,large,10,correlation,p95,2,"[620, 626]"
Omni-MATH,gist,small,30,cosine,p10,1,[696]
GPQA_CHUNKED,qwen4b,large,20,cosine,p80,2,"[1, 343]"
MMLU-Pro,nemotron,large,10,correlation,p20,1,[8]
GPQA_CHUNKED,qwen4b,large,40,cosine,p10,1,[27]
IFEval,e5,small,30,correlation,p80,2,"[151, 494]"
GPQA_CHUNKED,qwen4b,large,10,cosine,p90,2,"[1, 343]"
GPQA_CHUNKED,qwen8b,large,30,euclidean,p95,2,"[4, 201]"
Omni-MATH,bge,small,30,euclidean,p10,1,[19]
IFEval_NOCHUNK,nemotron,large,30,correlation,p10,1,[53]
IFEval_NOCHUNK,nemotron,large,50,euclidean,p20,1,[109]
Omni-MATH_CHUNKED,qwen8b,large,10,correlation,p95,2,"[1, 281]"
MMLU-Pro,qwen8b,large,50,cosine,p90,2,"[626, 620]"
MMLU-Pro,qwen4b,large,20,correlation,p10,1,[9]
Omni-MATH_CHUNKED,qwen8b,large,20,cosine,p90,1,[281]
MMLU-Pro,nemotron,large,50,correlation,p80,1,[221]
MMLU-Pro,nemotron,large,40,cosine,p20,1,[8]
MMLU-Pro,bge,small,30,euclidean,p90,7,"[602, 766, 884, 722, 575, 884, 49]"
IFEval_NOCHUNK,qwen8b,large,20,correlation,p95,1,[185]
Omni-MATH_NOCHUNK,qwen4b,large,10,euclidean,p95,2,"[5, 24]"
Omni-MATH_NOCHUNK,nemotron,large,40,correlation,p80,1,[149]
IFEval_CHUNKED,nemotron,large,20,correlation,p20,1,[9]
Omni-MATH,e5,small,50,euclidean,p50,2,"[64, 498]"
GPQA,bge,small,50,cosine,p20,1,[214]
GPQA_NOCHUNK,nemotron,large,30,correlation,p10,1,[1]
IFEval_CHUNKED,nemotron,large,40,correlation,p20,1,[9]
GPQA,gist,small,40,euclidean,p20,2,"[2, 31]"
GPQA_NOCHUNK,qwen8b,large,30,euclidean,p20,1,[20]
Omni-MATH_CHUNKED,qwen4b,large,20,euclidean,p50,1,[71]
MMLU-Pro,nemotron,large,40,correlation,p50,1,[8]
GPQA_CHUNKED,qwen4b,large,30,cosine,p95,2,"[27, 177]"
GPQA_NOCHUNK,qwen8b,large,40,euclidean,p95,2,"[1, 27]"
GPQA_CHUNKED,nemotron,large,50,euclidean,p50,1,[56]
GPQA,bge,small,50,euclidean,p50,2,"[1, 443]"
Omni-MATH,bge,small,40,correlation,p95,5,"[134, 306, 552, 573, 0]"
GPQA_NOCHUNK,qwen4b,large,20,correlation,p95,2,"[1, 343]"
IFEval_NOCHUNK,nemotron,large,20,cosine,p90,6,"[459, 316, 462, 517, 109, 185]"
GPQA,bge,small,50,euclidean,p90,7,"[215, 228, 268, 0, 0, 0, 33]"
IFEval_CHUNKED,qwen4b,large,40,cosine,p20,1,[1]
GPQA_CHUNKED,nemotron,large,20,cosine,p95,1,[358]
Omni-MATH_CHUNKED,nemotron,large,20,cosine,p20,1,[32]
IFEval_CHUNKED,qwen4b,large,20,cosine,p50,1,[19]
Omni-MATH_NOCHUNK,nemotron,large,40,correlation,p95,1,[906]
Omni-MATH_CHUNKED,qwen8b,large,50,correlation,p95,2,"[1, 281]"
GPQA_CHUNKED,qwen4b,large,20,euclidean,p80,2,"[193, 201]"
IFEval_NOCHUNK,qwen4b,large,50,euclidean,p90,1,[185]
MMLU-Pro,bge,small,10,euclidean,p80,3,"[26, 739, 884]"
Omni-MATH_CHUNKED,qwen8b,large,50,cosine,p10,1,[7]
Omni-MATH,gist,small,20,euclidean,p20,2,"[1, 460]"
Omni-MATH_NOCHUNK,qwen4b,large,20,euclidean,p90,2,"[5, 24]"
GPQA,bge,small,40,cosine,p20,1,[214]
Omni-MATH,e5,small,20,cosine,p90,3,"[137, 187, 904]"
IFEval_NOCHUNK,qwen4b,large,50,cosine,p95,1,[227]
GPQA_NOCHUNK,qwen4b,large,10,cosine,p10,1,[27]
Omni-MATH_NOCHUNK,qwen4b,large,50,euclidean,p95,2,"[5, 24]"
Omni-MATH_CHUNKED,qwen8b,large,50,euclidean,p90,1,[281]
Omni-MATH_NOCHUNK,qwen8b,large,10,euclidean,p80,1,[281]
Omni-MATH_NOCHUNK,nemotron,large,50,correlation,p20,1,[10]
Omni-MATH,gist,small,40,cosine,p50,2,"[11, 773]"
GPQA,gist,small,50,euclidean,p80,4,"[9, 87, 282, 0]"
Omni-MATH_CHUNKED,nemotron,large,10,cosine,p20,1,[32]
Omni-MATH_NOCHUNK,nemotron,large,30,cosine,p95,1,[906]
Omni-MATH_CHUNKED,nemotron,large,40,cosine,p50,1,[900]
Omni-MATH_CHUNKED,nemotron,large,20,euclidean,p10,1,[19]
GPQA_NOCHUNK,qwen4b,large,40,euclidean,p20,1,[45]
IFEval,e5,small,20,cosine,p80,2,"[151, 494]"
Omni-MATH_CHUNKED,qwen8b,large,50,cosine,p50,1,[59]
IFEval,e5,small,10,correlation,p50,1,[359]
Omni-MATH_NOCHUNK,qwen8b,large,30,correlation,p90,1,[281]
GPQA_CHUNKED,qwen4b,large,40,euclidean,p95,2,"[4, 343]"
IFEval_NOCHUNK,qwen8b,large,40,euclidean,p90,1,[19]
GPQA,bge,small,10,euclidean,p90,7,"[215, 228, 268, 0, 0, 0, 33]"
GPQA_NOCHUNK,qwen8b,large,50,cosine,p95,1,[343]
GPQA_CHUNKED,qwen8b,large,20,euclidean,p90,1,[201]
IFEval_CHUNKED,nemotron,large,50,cosine,p95,24,"[245, 530, 196, 407, 367, 393, 331, 342, 23, 93, 34, 257, 36, 250, 425, 186, 455, 180, 179, 510, 470, 481, 505, 100]"
IFEval_CHUNKED,qwen4b,large,50,correlation,p80,1,[185]
MMLU-Pro,qwen8b,large,30,cosine,p95,2,"[620, 626]"
Omni-MATH_CHUNKED,qwen8b,large,30,cosine,p50,1,[59]
GPQA,bge,small,20,euclidean,p20,1,[214]
GPQA_CHUNKED,qwen8b,large,40,euclidean,p95,2,"[4, 201]"
IFEval,bge,small,50,euclidean,p95,5,"[359, 222, 494, 185, 364]"
Omni-MATH_NOCHUNK,nemotron,large,10,correlation,p50,1,[46]
MMLU-Pro,e5,small,20,euclidean,p20,1,[5]
Omni-MATH_CHUNKED,qwen4b,large,10,correlation,p20,1,[7]
Omni-MATH_CHUNKED,qwen8b,large,10,euclidean,p95,1,[281]
MMLU-Pro,e5,small,20,euclidean,p90,2,"[572, 765]"
Omni-MATH_CHUNKED,qwen8b,large,10,correlation,p90,1,[281]
GPQA_CHUNKED,nemotron,large,50,cosine,p50,1,[244]
GPQA,gist,small,50,correlation,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
IFEval_CHUNKED,qwen8b,large,50,cosine,p80,1,[19]
MMLU-Pro,e5,small,10,correlation,p90,3,"[5, 572, 765]"
Omni-MATH_NOCHUNK,qwen4b,large,20,cosine,p80,2,"[15, 24]"
IFEval,bge,small,30,euclidean,p90,3,"[109, 359, 494]"
Omni-MATH,e5,small,50,cosine,p50,2,"[1, 657]"
GPQA_CHUNKED,qwen4b,large,10,euclidean,p20,1,[45]
IFEval_NOCHUNK,qwen8b,large,40,cosine,p90,1,[185]
MMLU-Pro,qwen8b,large,50,cosine,p80,2,"[2, 626]"
GPQA_CHUNKED,qwen8b,large,30,euclidean,p80,1,[27]
IFEval_NOCHUNK,nemotron,large,40,cosine,p90,6,"[459, 316, 462, 517, 109, 185]"
MMLU-Pro,qwen8b,large,20,cosine,p90,2,"[626, 620]"
Omni-MATH,gist,small,50,correlation,p10,1,[696]
IFEval_CHUNKED,qwen4b,large,10,correlation,p80,1,[185]
Omni-MATH_NOCHUNK,qwen4b,large,30,correlation,p10,1,[7]
IFEval,e5,small,40,euclidean,p95,2,"[494, 359]"
GPQA,e5,small,30,euclidean,p80,3,"[93, 229, 429]"
MMLU-Pro,bge,small,10,cosine,p95,41,"[602, 996, 140, 205, 739, 690, 366, 766, 741, 843, 722, 830, 884, 26, 648, 820, 22, 69, 575, 172, 420, 705, 323, 314, 526, 494, 963, 546, 778, 288, 241, 718, 670, 763, 279, 401, 474, 603, 104, 619, 655]"
MMLU-Pro,e5,small,30,correlation,p20,1,[5]
MMLU-Pro,bge,small,50,cosine,p20,1,[696]
GPQA,e5,small,40,correlation,p50,1,[429]
GPQA_NOCHUNK,qwen8b,large,40,euclidean,p10,1,[4]
Omni-MATH,gist,small,50,euclidean,p95,20,"[319, 19, 422, 68, 921, 431, 427, 583, 773, 790, 922, 925, 0, 0, 481, 0, 679505392, 32656, 679505392, 32656]"
Omni-MATH,gist,small,10,euclidean,p80,3,"[295, 583, 773]"
GPQA,gist,small,40,correlation,p90,14,"[379, 426, 286, 87, 182, 53, 82, 156, 27, 204, 202, 170, 244, 280]"
IFEval,gist,small,30,correlation,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
Omni-MATH_CHUNKED,nemotron,large,50,euclidean,p95,7,"[900, 961, 568, 29, 381, 962, 314]"
GPQA_CHUNKED,qwen4b,large,40,correlation,p95,2,"[27, 177]"
IFEval_CHUNKED,qwen4b,large,50,cosine,p80,1,[185]
Omni-MATH_CHUNKED,qwen4b,large,40,euclidean,p90,2,"[5, 24]"
GPQA,e5,small,20,correlation,p95,24,"[106, 289, 229, 424, 429, 351, 51, 244, 257, 31, 295, 18, 234, 340, 65, 444, 235, 365, 71, 160, 423, 145, 417, 407]"
GPQA_NOCHUNK,nemotron,large,20,cosine,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
Omni-MATH,e5,small,50,correlation,p95,6,"[187, 551, 157, 904, 839, 657]"
Omni-MATH,gist,small,40,euclidean,p20,2,"[1, 460]"
Omni-MATH_NOCHUNK,qwen8b,large,50,cosine,p20,1,[7]
IFEval_CHUNKED,nemotron,large,30,correlation,p10,1,[5]
MMLU-Pro,bge,small,30,correlation,p20,1,[696]
MMLU-Pro,gist,small,30,euclidean,p90,17,"[602, 140, 321, 260, 213, 506, 486, 799, 874, 646, 867, 867, 335, 352, 1425, 0, 1886441360]"
Omni-MATH,bge,small,10,cosine,p95,5,"[134, 306, 552, 573, 0]"
Omni-MATH,e5,small,30,euclidean,p50,2,"[64, 498]"
GPQA,bge,small,20,euclidean,p90,7,"[215, 228, 268, 0, 0, 0, 33]"
GPQA_NOCHUNK,nemotron,large,50,correlation,p50,1,[1]
GPQA,e5,small,10,cosine,p90,6,"[18, 51, 56, 351, 424, 0]"
Omni-MATH_NOCHUNK,nemotron,large,30,euclidean,p80,1,[149]
Omni-MATH_NOCHUNK,nemotron,large,40,cosine,p95,1,[906]
GPQA_NOCHUNK,qwen4b,large,20,euclidean,p20,1,[45]
GPQA_CHUNKED,qwen8b,large,40,cosine,p90,1,[343]
GPQA_NOCHUNK,nemotron,large,20,euclidean,p80,2,"[257, 404]"
IFEval_CHUNKED,nemotron,large,50,cosine,p80,1,[245]
Omni-MATH_CHUNKED,qwen8b,large,40,cosine,p50,1,[59]
GPQA,gist,small,10,cosine,p90,14,"[379, 426, 286, 87, 182, 53, 82, 156, 27, 204, 202, 170, 244, 280]"
IFEval,gist,small,10,correlation,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
GPQA_NOCHUNK,qwen8b,large,20,euclidean,p10,1,[4]
Omni-MATH_CHUNKED,qwen4b,large,20,euclidean,p95,2,"[5, 24]"
Omni-MATH_NOCHUNK,qwen8b,large,50,cosine,p80,1,[281]
GPQA,e5,small,20,cosine,p20,1,[429]
IFEval_CHUNKED,nemotron,large,40,euclidean,p90,2,"[2, 215]"
IFEval,e5,small,20,euclidean,p10,1,[37]
IFEval,bge,small,10,cosine,p80,2,"[109, 359]"
Omni-MATH_CHUNKED,qwen4b,large,10,cosine,p10,1,[7]
Omni-MATH_NOCHUNK,qwen8b,large,30,euclidean,p95,1,[281]
GPQA,bge,small,50,euclidean,p95,38,"[286, 56, 443, 384, 428, 268, 95, 289, 31, 55, 153, 228, 133, 94, 298, 433, 79, 325, 329, 58, 41, 370, 37, 97, 308, 291, 427, 277, 167, 176, 194, 408, 216, 274, 417, 264, 226, 237]"
MMLU-Pro,gist,small,10,cosine,p50,2,"[651, 996]"
GPQA_CHUNKED,nemotron,large,10,euclidean,p20,1,[16]
GPQA,bge,small,20,cosine,p80,3,"[87, 286, 443]"
IFEval,gist,small,40,euclidean,p80,2,"[20, 359]"
Omni-MATH,bge,small,10,correlation,p50,2,"[1, 772]"
GPQA,bge,small,50,cosine,p80,3,"[87, 286, 443]"
MMLU-Pro,gist,small,40,cosine,p80,5,"[140, 709, 799, 602, 830]"
GPQA_CHUNKED,nemotron,large,30,correlation,p50,1,[244]
GPQA_NOCHUNK,qwen4b,large,30,euclidean,p50,1,[201]
Omni-MATH_CHUNKED,qwen4b,large,20,correlation,p20,1,[7]
Omni-MATH_NOCHUNK,nemotron,large,50,correlation,p10,1,[10]
IFEval,gist,small,50,euclidean,p80,2,"[20, 359]"
IFEval,e5,small,20,euclidean,p80,2,"[151, 494]"
Omni-MATH_CHUNKED,qwen4b,large,50,cosine,p50,1,[149]
MMLU-Pro,bge,small,40,euclidean,p20,1,[696]
GPQA,e5,small,40,cosine,p90,6,"[18, 51, 56, 351, 424, 0]"
Omni-MATH,e5,small,20,euclidean,p20,1,[121]
IFEval_CHUNKED,qwen8b,large,40,euclidean,p90,1,[19]
GPQA,e5,small,40,euclidean,p10,1,[18]
GPQA_NOCHUNK,nemotron,large,40,correlation,p80,2,"[1, 257]"
GPQA,bge,small,10,correlation,p90,10,"[286, 443, 289, 41, 370, 228, 56, 268, 31, 143]"
Omni-MATH_CHUNKED,nemotron,large,50,correlation,p50,1,[900]
MMLU-Pro,gist,small,40,correlation,p95,52,"[602, 140, 506, 545, 709, 996, 798, 799, 651, 1, 274, 841, 458, 745, 900, 730, 342, 334, 643, 907, 927, 874, 492, 194, 464, 702, 667, 756, 670, 893, 660, 588, 655, 216, 433, 603, 401, 109, 375, 40, 43, 279, 564, 288, 966, 486, 254, 521, 346, 211, 423, 981]"
GPQA_NOCHUNK,nemotron,large,20,euclidean,p50,1,[1]
IFEval_CHUNKED,qwen8b,large,10,euclidean,p50,1,[18]
GPQA_CHUNKED,nemotron,large,30,correlation,p90,1,[358]
GPQA_NOCHUNK,nemotron,large,30,cosine,p80,2,"[1, 257]"
IFEval,gist,small,50,correlation,p10,1,[69]
GPQA_NOCHUNK,nemotron,large,20,correlation,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
GPQA_CHUNKED,qwen8b,large,10,correlation,p95,2,"[1, 343]"
MMLU-Pro,e5,small,40,correlation,p10,1,[5]
Omni-MATH,e5,small,40,euclidean,p10,1,[10]
IFEval_NOCHUNK,nemotron,large,30,correlation,p95,14,"[109, 185, 312, 212, 424, 280, 459, 517, 316, 362, 349, 403, 78, 462]"
GPQA_CHUNKED,qwen8b,large,50,cosine,p10,1,[27]
Omni-MATH,gist,small,40,correlation,p80,4,"[19, 610, 773, 921]"
IFEval_NOCHUNK,nemotron,large,50,correlation,p20,1,[109]
MMLU-Pro,qwen4b,large,10,euclidean,p50,1,[13]
GPQA,e5,small,40,correlation,p10,1,[31]
GPQA_NOCHUNK,nemotron,large,10,correlation,p10,1,[1]
Omni-MATH,e5,small,50,cosine,p80,2,"[3, 187]"
IFEval_CHUNKED,qwen4b,large,20,cosine,p80,1,[185]
IFEval,bge,small,40,correlation,p20,1,[109]
GPQA,e5,small,30,euclidean,p90,6,"[51, 351, 429, 229, 18, 429]"
IFEval,gist,small,10,euclidean,p80,2,"[20, 359]"
GPQA_NOCHUNK,qwen4b,large,10,euclidean,p20,1,[45]
GPQA_CHUNKED,qwen8b,large,40,cosine,p50,1,[27]
MMLU-Pro,bge,small,50,cosine,p80,3,"[26, 739, 884]"
GPQA_CHUNKED,qwen4b,large,50,correlation,p50,2,"[201, 301]"
MMLU-Pro,qwen8b,large,20,euclidean,p95,2,"[460, 626]"
IFEval_NOCHUNK,qwen4b,large,50,correlation,p10,1,[1]
IFEval,bge,small,40,cosine,p50,1,[359]
GPQA_CHUNKED,qwen8b,large,40,cosine,p20,1,[27]
MMLU-Pro,nemotron,large,10,cosine,p10,1,[2]
IFEval,gist,small,40,correlation,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
GPQA_NOCHUNK,nemotron,large,50,cosine,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
IFEval,gist,small,10,cosine,p20,1,[245]
GPQA_NOCHUNK,nemotron,large,10,cosine,p80,2,"[1, 257]"
Omni-MATH_CHUNKED,qwen4b,large,50,euclidean,p10,1,[7]
IFEval_CHUNKED,qwen8b,large,50,correlation,p80,1,[19]
GPQA_CHUNKED,qwen8b,large,30,euclidean,p90,1,[201]
MMLU-Pro,qwen4b,large,20,correlation,p90,2,"[34, 464]"
IFEval_NOCHUNK,qwen4b,large,30,cosine,p20,1,[1]
Omni-MATH_NOCHUNK,qwen8b,large,20,euclidean,p80,1,[281]
Omni-MATH,gist,small,40,cosine,p95,22,"[12, 68, 157, 346, 449, 553, 580, 789, 0, 0, 4017, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
IFEval_CHUNKED,qwen4b,large,30,euclidean,p80,1,[19]
Omni-MATH_NOCHUNK,qwen4b,large,20,cosine,p50,1,[149]
Omni-MATH_CHUNKED,qwen4b,large,50,cosine,p20,1,[7]
GPQA_CHUNKED,nemotron,large,40,euclidean,p95,1,[358]
IFEval_CHUNKED,nemotron,large,10,cosine,p10,1,[5]
GPQA,bge,small,30,cosine,p50,2,"[1, 443]"
GPQA,gist,small,10,cosine,p20,2,"[2, 31]"
IFEval,bge,small,10,correlation,p80,2,"[109, 359]"
Omni-MATH_NOCHUNK,nemotron,large,40,correlation,p50,1,[46]
GPQA,e5,small,50,cosine,p20,1,[429]
IFEval,gist,small,20,euclidean,p10,1,[69]
IFEval,bge,small,20,euclidean,p10,1,[109]
Omni-MATH_CHUNKED,nemotron,large,20,euclidean,p20,1,[32]
IFEval,gist,small,40,correlation,p50,2,"[121, 359]"
MMLU-Pro,nemotron,large,20,cosine,p90,1,[739]
IFEval,gist,small,10,euclidean,p95,6,"[17, 140, 245, 323, 0, 0]"
GPQA_CHUNKED,qwen8b,large,50,correlation,p10,1,[27]
MMLU-Pro,nemotron,large,50,correlation,p20,1,[8]
MMLU-Pro,qwen4b,large,50,euclidean,p20,1,[13]
IFEval_NOCHUNK,nemotron,large,10,euclidean,p90,5,"[459, 109, 517, 185, 312]"
Omni-MATH_CHUNKED,qwen8b,large,50,cosine,p20,1,[7]
GPQA_NOCHUNK,qwen4b,large,10,euclidean,p10,1,[44]
Omni-MATH_CHUNKED,nemotron,large,10,cosine,p50,1,[900]
MMLU-Pro,gist,small,20,cosine,p80,5,"[140, 799, 506, 602, 58]"
GPQA_CHUNKED,qwen4b,large,40,correlation,p50,2,"[201, 301]"
GPQA_NOCHUNK,nemotron,large,50,euclidean,p80,2,"[257, 404]"
Omni-MATH_NOCHUNK,nemotron,large,20,correlation,p50,1,[46]
Omni-MATH_NOCHUNK,qwen8b,large,20,correlation,p50,1,[59]
GPQA_NOCHUNK,qwen8b,large,20,cosine,p95,1,[343]
MMLU-Pro,qwen4b,large,20,euclidean,p20,1,[13]
Omni-MATH_NOCHUNK,nemotron,large,10,euclidean,p10,1,[10]
Omni-MATH,gist,small,40,euclidean,p50,2,"[11, 773]"
GPQA,e5,small,10,correlation,p95,24,"[106, 289, 229, 424, 429, 351, 51, 244, 257, 31, 295, 18, 234, 340, 65, 444, 235, 365, 71, 160, 423, 145, 417, 407]"
GPQA_CHUNKED,qwen8b,large,30,correlation,p95,2,"[1, 343]"
IFEval_CHUNKED,qwen8b,large,30,correlation,p20,1,[1]
IFEval,gist,small,50,correlation,p95,8,"[359, 245, 323, 140, 430, 516, 494, 464]"
IFEval_NOCHUNK,qwen4b,large,50,euclidean,p20,1,[19]
Omni-MATH_NOCHUNK,nemotron,large,40,euclidean,p95,1,[906]
MMLU-Pro,gist,small,20,cosine,p95,52,"[602, 140, 506, 545, 709, 996, 798, 799, 651, 1, 274, 841, 458, 745, 900, 730, 342, 334, 643, 907, 927, 874, 492, 194, 464, 702, 667, 756, 670, 893, 660, 588, 655, 216, 433, 603, 401, 109, 375, 40, 43, 279, 564, 288, 966, 486, 254, 521, 346, 211, 423, 981]"
MMLU-Pro,qwen8b,large,30,correlation,p95,2,"[620, 626]"
IFEval_NOCHUNK,qwen8b,large,10,euclidean,p50,1,[18]
Omni-MATH,e5,small,10,correlation,p80,2,"[3, 187]"
MMLU-Pro,qwen4b,large,40,correlation,p95,40,"[464, 93, 709, 620, 487, 197, 452, 489, 481, 152, 497, 541, 536, 378, 313, 875, 66, 808, 41, 75, 889, 893, 779, 78, 760, 179, 177, 223, 732, 725, 919, 920, 923, 98, 692, 257, 17, 628, 426, 614]"
IFEval_NOCHUNK,qwen8b,large,10,cosine,p20,1,[1]
IFEval_CHUNKED,nemotron,large,20,cosine,p10,1,[5]
Omni-MATH_CHUNKED,qwen8b,large,50,euclidean,p20,1,[7]
Omni-MATH_NOCHUNK,qwen8b,large,10,cosine,p80,1,[281]
MMLU-Pro,nemotron,large,40,euclidean,p20,1,[8]
IFEval,gist,small,50,euclidean,p95,6,"[17, 140, 245, 323, 0, 0]"
MMLU-Pro,qwen8b,large,40,euclidean,p90,1,[460]
Omni-MATH_CHUNKED,qwen8b,large,40,correlation,p20,1,[7]
MMLU-Pro,bge,small,20,euclidean,p95,30,"[602, 996, 739, 205, 843, 366, 722, 797, 26, 478, 884, 830, 820, 37, 373, 538, 39, 131, 582, 963, 763, 401, 104, 655, 670, 241, 109, 526, 546, 902]"
IFEval_NOCHUNK,qwen4b,large,30,euclidean,p95,2,"[7, 227]"
Omni-MATH_CHUNKED,qwen8b,large,40,euclidean,p95,1,[281]
Omni-MATH_NOCHUNK,qwen8b,large,30,correlation,p10,1,[7]
IFEval_CHUNKED,nemotron,large,30,correlation,p90,2,"[2, 245]"
MMLU-Pro,qwen8b,large,50,correlation,p20,1,[276]
IFEval,gist,small,10,correlation,p20,1,[245]
GPQA_CHUNKED,qwen8b,large,20,cosine,p95,2,"[1, 343]"
GPQA_NOCHUNK,qwen8b,large,50,euclidean,p95,2,"[1, 27]"
IFEval,e5,small,40,euclidean,p50,1,[359]
GPQA,gist,small,20,correlation,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
Omni-MATH,bge,small,30,cosine,p50,2,"[1, 772]"
Omni-MATH,bge,small,50,cosine,p50,2,"[1, 772]"
Omni-MATH_NOCHUNK,qwen4b,large,10,correlation,p20,1,[7]
IFEval_NOCHUNK,nemotron,large,50,euclidean,p50,2,"[1, 109]"
Omni-MATH_NOCHUNK,qwen4b,large,30,correlation,p80,2,"[15, 24]"
GPQA,e5,small,50,cosine,p95,24,"[106, 289, 229, 424, 429, 351, 51, 244, 257, 31, 295, 18, 234, 340, 65, 444, 235, 365, 71, 160, 423, 145, 417, 407]"
Omni-MATH,gist,small,40,correlation,p20,2,"[1, 460]"
MMLU-Pro,qwen4b,large,50,cosine,p80,2,"[8, 829]"
GPQA_CHUNKED,nemotron,large,50,correlation,p90,1,[358]
GPQA_NOCHUNK,qwen8b,large,50,correlation,p90,1,[27]
MMLU-Pro,qwen4b,large,20,cosine,p80,2,"[8, 829]"
GPQA,bge,small,10,correlation,p80,3,"[87, 286, 443]"
IFEval_CHUNKED,qwen8b,large,30,euclidean,p20,1,[1]
GPQA,bge,small,30,correlation,p50,2,"[1, 443]"
IFEval_NOCHUNK,qwen4b,large,10,correlation,p50,1,[19]
GPQA,e5,small,50,euclidean,p20,1,[424]
IFEval,gist,small,20,correlation,p90,3,"[245, 311, 359]"
Omni-MATH_NOCHUNK,nemotron,large,30,cosine,p90,1,[906]
MMLU-Pro,qwen8b,large,30,euclidean,p50,1,[56]
IFEval_CHUNKED,nemotron,large,40,correlation,p80,1,[245]
Omni-MATH_CHUNKED,qwen4b,large,20,euclidean,p10,1,[7]
MMLU-Pro,nemotron,large,50,cosine,p90,1,[739]
IFEval,gist,small,20,euclidean,p80,2,"[20, 359]"
GPQA_CHUNKED,qwen4b,large,20,cosine,p20,1,[182]
MMLU-Pro,bge,small,30,euclidean,p50,2,"[4, 902]"
Omni-MATH_CHUNKED,qwen4b,large,50,euclidean,p50,1,[71]
IFEval_NOCHUNK,qwen4b,large,40,cosine,p10,1,[1]
Omni-MATH_NOCHUNK,qwen8b,large,10,correlation,p20,1,[7]
IFEval_CHUNKED,qwen8b,large,10,cosine,p80,1,[19]
GPQA,e5,small,40,euclidean,p90,6,"[51, 201, 351, 229, 18, 429]"
IFEval_CHUNKED,qwen4b,large,40,euclidean,p20,1,[19]
IFEval_CHUNKED,nemotron,large,40,euclidean,p95,14,"[245, 530, 196, 34, 425, 331, 23, 36, 180, 250, 407, 122, 510, 470]"
Omni-MATH_CHUNKED,qwen4b,large,40,cosine,p90,2,"[24, 86]"
GPQA_CHUNKED,qwen8b,large,30,cosine,p20,1,[27]
MMLU-Pro,e5,small,20,correlation,p10,1,[5]
IFEval_CHUNKED,qwen8b,large,50,correlation,p95,1,[185]
Omni-MATH,gist,small,10,euclidean,p90,7,"[925, 773, 610, 583, 553, 319, 925]"
GPQA_NOCHUNK,qwen8b,large,40,correlation,p80,1,[27]
MMLU-Pro,gist,small,10,cosine,p10,2,"[1, 798]"
IFEval_CHUNKED,nemotron,large,30,cosine,p95,24,"[245, 530, 196, 407, 367, 393, 331, 342, 23, 93, 34, 257, 36, 250, 425, 186, 455, 180, 179, 510, 470, 481, 505, 100]"
MMLU-Pro,qwen8b,large,20,correlation,p95,2,"[620, 626]"
IFEval_CHUNKED,qwen8b,large,20,correlation,p80,1,[19]
IFEval_NOCHUNK,qwen8b,large,50,cosine,p50,1,[19]
IFEval_NOCHUNK,qwen4b,large,40,euclidean,p90,1,[185]
Omni-MATH_NOCHUNK,qwen4b,large,10,correlation,p90,2,"[24, 86]"
IFEval_CHUNKED,nemotron,large,40,euclidean,p50,1,[15]
Omni-MATH,bge,small,40,cosine,p20,1,[19]
GPQA_CHUNKED,qwen4b,large,10,cosine,p80,2,"[1, 343]"
IFEval_NOCHUNK,qwen8b,large,40,correlation,p80,1,[19]
IFEval_CHUNKED,qwen4b,large,20,euclidean,p10,1,[1]
IFEval,gist,small,50,correlation,p80,2,"[20, 359]"
GPQA_NOCHUNK,qwen8b,large,30,cosine,p90,1,[27]
GPQA_CHUNKED,qwen8b,large,50,euclidean,p10,1,[4]
IFEval,bge,small,10,cosine,p90,3,"[222, 494, 196]"
